prompt_id,word_count,descriptor_words,sentence_count,num_visual_attributes,spatial_constraints,ambiguity,prompt,filename,vqascore
49,29,1,2,2,none,clear,A photorealistic glass of red wine with a deep crimson hue on a plain neutral background. The transparent glass clearly shows the rich color and subtle reflections of light.,wine_control_48.png,0.9999995827674866
50,29,1,2,2,none,partially ambiguous,A photorealistic glass of red wine with a deep crimson hue on a plain neutral background. The transparent glass clearly shows the rich color and subtle reflections of light.,wine_control_49.png,0.9999998211860657
51,28,1,2,2,none,fully ambiguous,"A photorealistic glass of red wine with deep crimson liquid and a clear, reflective glass surface. The image focuses solely on the wine glass against a neutral background.",wine_control_50.png,0.9999968409538269
52,32,1,2,2,top,clear,"A single glass of red wine on a plain white table, viewed directly from above in a photorealistic style. The deep red liquid contrasts with the clear glass and the bright background.",wine_control_51.png,0.9999995827674866
53,31,1,2,2,top,partially ambiguous,"A single glass of red wine on a plain white table, viewed directly from above in a photorealistic style. The deep red liquid contrasts with the clear glass and bright background.",wine_control_52.png,0.999999463558197
54,35,1,2,2,top,fully ambiguous,"A single glass of red wine on a plain white table, viewed directly from above in a photorealistic style. The deep red liquid fills the clear glass, centered in the frame with soft natural lighting.",wine_control_53.png,0.9999993443489075
55,46,1,2,2,bottom,clear,"A single glass of red wine on a small wooden table, viewed from a low angle near the base of the glass with the stem rising upward. The deep red liquid and clear glass are sharply focused in a photorealistic style, with a softly blurred background.",wine_control_54.png,0.9999995827674866
56,46,1,2,2,bottom,partially ambiguous,"A single glass of red wine on a small wooden table, viewed from a low angle near the base of the glass with the stem rising upward. The deep red liquid and clear glass are sharply focused in a photorealistic style, with a softly blurred background.",wine_control_55.png,0.9999997019767761
57,46,1,2,2,bottom,fully ambiguous,"A single glass of red wine on a small wooden table, viewed from a low angle near the base of the glass with the stem rising upward. The deep red liquid and clear glass are sharply focused in a photorealistic style, with a softly blurred background.",wine_control_56.png,0.9999992251396179
58,30,1,2,2,side,clear,"A single glass of red wine on a wooden table, viewed from the side in sharp focus, photorealistic. Soft natural light highlights the deep crimson liquid and the clear glass.",wine_control_57.png,0.9999997019767761
59,34,1,2,2,side,partially ambiguous,"A single glass of red wine on a wooden table, viewed from the side in soft natural light, photorealistic. The deep red liquid contrasts with the clear glass and a slightly blurred warm-toned background.",wine_control_58.png,0.9999998211860657
60,32,1,2,2,side,fully ambiguous,"A single glass of red wine seen from the side on a simple wooden table, photorealistic. Soft natural light highlights the deep red color of the wine and the clear smooth glass.",wine_control_59.png,0.9999998211860657
61,32,1,2,3,none,clear,"A single clear glass of red wine on a plain white background, photorealistic. The wine is deep ruby red, the glass is transparent and clean, and the lighting is bright and even.",wine_control_60.png,0.9999998211860657
62,23,1,2,3,none,partially ambiguous,"A single elegant glass of red wine on a plain surface, photorealistic. Deep ruby liquid in a clear, medium-sized glass with subtle reflections.",wine_control_61.png,0.999999463558197
63,22,1,2,3,none,fully ambiguous,"A single elegant glass of red wine on a plain surface, photorealistic. Deep ruby liquid, transparent glass, and subtle reflections clearly visible.",wine_control_62.png,0.9999969601631165
64,30,1,2,3,top,clear,"A single glass of red wine filled halfway, viewed directly from above on a white marble table, photorealistic. Deep ruby liquid, clear glass, and subtle reflections of soft overhead light.",wine_control_63.png,0.9999989867210388
65,43,1,2,3,top,partially ambiguous,"A single glass of red wine on a reflective surface, viewed from directly above in a photorealistic style, with deep crimson liquid, clear glass, and subtle highlights. The background is softly blurred and neutral to emphasize the wine’s color and the circular rim.",wine_control_64.png,0.9999997019767761
66,38,1,2,3,top,fully ambiguous,"A single glass of red wine on a white table, viewed from directly above in a photorealistic style, with deep crimson liquid, clear glass, and subtle reflections. The composition is centered and sharply focused, with soft natural lighting.",wine_control_65.png,0.9999989867210388
67,49,1,2,3,bottom,clear,"A single elegant glass of red wine on a small wooden table, viewed from a low angle near the base of the glass, with deep crimson liquid, clear reflective glass, and a dark, softly blurred background. Photorealistic, high-resolution image with natural lighting and sharp focus on the wine glass.",wine_control_66.png,1.0
68,50,1,2,3,bottom,partially ambiguous,"A single elegant glass of red wine on a small wooden table, viewed from a low angle near the base of the glass, with deep crimson liquid, clear reflective glass, and a dark background. Photorealistic style, sharp focus on the wine’s color and reflections with subtle lighting and natural shadows.",wine_control_67.png,0.9999998211860657
69,50,1,2,3,bottom,fully ambiguous,"A single elegant glass of red wine on a small wooden table, viewed from a low angle near the base of the glass, with deep crimson liquid, clear reflective glass, and a dark background. Photorealistic style, sharp focus on the wine’s color and reflections with subtle lighting and natural shadows.",wine_control_68.png,0.9999998211860657
70,37,1,2,3,side,clear,"A single glass of red wine seen from the side on a wooden table, photorealistic, with deep ruby liquid and clear reflections. Soft natural light from the left casts subtle shadows and highlights the smooth glass contours.",wine_control_69.png,0.9999993443489075
71,42,1,2,3,side,partially ambiguous,"A single glass of red wine seen from the side on a wooden table, photorealistic, with deep ruby liquid, clear transparent glass, and a dark blurred background. Soft natural lighting from the left casts subtle reflections and highlights on the glass surface.",wine_control_70.png,0.9999998211860657
72,42,1,2,3,side,fully ambiguous,"A single glass of red wine seen from the side on a wooden table, photorealistic, with deep ruby liquid, clear transparent glass, and a dark blurred background. Soft natural lighting from the left casts subtle reflections and highlights on the glass surface.",wine_control_71.png,1.0
73,11,2,1,1,none,clear,A photorealistic glass of deep red wine on a plain background.,wine_control_72.png,1.0
74,11,2,1,1,none,partially ambiguous,A photorealistic glass of deep red wine on a plain background.,wine_control_73.png,1.0
75,9,2,1,1,none,fully ambiguous,A photorealistic glass of red wine on a table.,wine_control_74.png,1.0
76,16,2,1,1,top,clear,A single photorealistic glass of red wine viewed from directly above on a plain neutral surface.,wine_control_75.png,0.9999997019767761
77,16,2,1,1,top,partially ambiguous,A single photorealistic glass of red wine viewed from directly above on a plain neutral surface.,wine_control_76.png,0.9999976754188538
78,17,2,1,1,top,fully ambiguous,Photorealistic close-up top-down view of a single elegant glass of red wine on a plain neutral surface.,wine_control_77.png,0.999999463558197
79,28,2,1,1,bottom,clear,"A single elegant glass of red wine on a dark wooden table, viewed from a low angle near the base of the glass with soft, realistic lighting, photorealistic.",wine_control_78.png,0.9999998211860657
80,27,2,1,1,bottom,partially ambiguous,"A single clear glass of red wine on a dark wooden table, viewed from a low angle near the base of the glass in a photorealistic style.",wine_control_79.png,0.9999988675117493
81,27,2,1,1,bottom,fully ambiguous,"A single elegant glass of red wine on a dark wooden table, viewed from a low angle near the base of the glass with soft photorealistic lighting.",wine_control_80.png,0.9999992251396179
82,15,2,1,1,side,clear,Photorealistic side view of a single elegant glass of red wine on a plain surface.,wine_control_81.png,0.9999998211860657
83,17,2,1,1,side,partially ambiguous,Photorealistic close-up side view of a single elegant glass of red wine on a plain neutral background.,wine_control_82.png,0.999998152256012
84,17,2,1,1,side,fully ambiguous,Photorealistic close-up side view of a single elegant glass of red wine on a plain neutral background.,wine_control_83.png,0.9999995827674866
85,19,2,1,2,none,clear,"A photorealistic glass of red wine on a simple surface, with rich crimson liquid and a clear reflective glass.",wine_control_84.png,0.9999997019767761
86,18,2,1,2,none,partially ambiguous,"A photorealistic glass of red wine on a simple surface, with rich crimson liquid and clear reflective glass.",wine_control_85.png,0.9999988675117493
87,18,2,1,2,none,fully ambiguous,"A photorealistic glass of red wine on a simple surface, with rich crimson liquid and clear reflective glass.",wine_control_86.png,0.9999997019767761
88,25,2,1,2,top,clear,"Photorealistic close-up top-down view of a single elegant glass of deep red wine on a plain white surface, with soft natural lighting and subtle reflections.",wine_control_87.png,0.9999995827674866
89,26,2,1,2,top,partially ambiguous,"A photorealistic close-up top-down view of a single elegant glass of deep red wine on a plain white surface, with soft natural lighting and subtle reflections.",wine_control_88.png,0.999999463558197
90,26,2,1,2,top,fully ambiguous,"A clear, photorealistic top-down view of a single elegant glass of deep red wine on a plain white surface, with soft natural lighting and subtle reflections.",wine_control_89.png,0.9999997019767761
91,32,2,1,2,bottom,clear,"A photorealistic close-up of a single elegant glass of deep red wine on a reflective wooden table, viewed from a low angle near the base of the glass with soft warm lighting.",wine_control_90.png,0.9999997019767761
92,32,2,1,2,bottom,partially ambiguous,"A photorealistic close-up of a single elegant glass of deep red wine on a reflective wooden table, viewed from a low angle near the base of the glass with soft natural lighting.",wine_control_91.png,0.999999463558197
93,27,2,1,2,bottom,fully ambiguous,"A photorealistic close-up of a single elegant glass of deep red wine on a simple reflective surface, shot from a slightly low angle with soft natural lighting.",wine_control_92.png,0.9999993443489075
94,27,2,1,2,side,clear,"Photorealistic side-view close-up of a single elegant glass of deep red wine on a simple neutral table, softly lit to emphasize the rich color and clear glass.",wine_control_93.png,0.9999992251396179
95,27,2,1,2,side,partially ambiguous,"Photorealistic close-up side view of a single elegant glass of deep red wine on a reflective surface, softly lit from the left with a dark blurred background.",wine_control_94.png,0.9999993443489075
96,20,2,1,2,side,fully ambiguous,"A photorealistic side view of a single elegant glass of deep red wine on a simple neutral surface, softly lit.",wine_control_95.png,0.9999992251396179
97,18,2,1,3,none,clear,"A clear, photorealistic glass of red wine on a table, with deep ruby liquid and transparent reflective glass.",wine_control_96.png,0.9999998211860657
98,20,2,1,3,none,partially ambiguous,"A clear, photorealistic glass of red wine on a simple table, with deep ruby liquid, transparent glass, and subtle reflections.",wine_control_97.png,0.9999992251396179
99,20,2,1,3,none,fully ambiguous,"A photorealistic glass of red wine on a simple surface, with deep ruby liquid, clear reflective glass, and subtle highlights.",wine_control_98.png,0.9999997019767761
100,26,2,1,3,top,clear,"A single clear glass of deep red wine viewed from directly above on a white table, with sharp focus, subtle reflections, and soft natural lighting, photorealistic.",wine_control_99.png,0.9999991059303284
101,21,2,1,3,top,partially ambiguous,"A single clear glass of deep red wine with a thin stem, viewed from directly above on a white table, photorealistic.",wine_control_100.png,0.9999998211860657
102,29,2,1,3,top,fully ambiguous,"A single elegant glass of red wine filled halfway, viewed directly from above on a white table, with deep ruby liquid, clear reflective glass, and subtle natural lighting, photorealistic.",wine_control_101.png,0.9999998211860657
103,35,2,1,3,bottom,clear,"A single elegant glass of deep red wine on a small wooden table, viewed from a slightly low angle with soft natural lighting, showing clear reflections on the smooth glass surface in a photorealistic style.",wine_control_102.png,0.9999997019767761
104,29,2,1,3,bottom,partially ambiguous,"A single elegant glass of red wine with a deep ruby color, shown from a low upward angle near the base of the glass on a reflective surface, photorealistic.",wine_control_103.png,0.999998152256012
105,32,2,1,3,bottom,fully ambiguous,"A single elegant glass of red wine with deep ruby liquid, shown from a low upward angle on a reflective surface, photorealistic lighting emphasizing the rich color, transparent glass, and subtle reflections.",wine_control_104.png,0.9999995827674866
106,33,2,1,3,side,clear,"A single elegant glass of deep red wine viewed from the side on a wooden table, with soft natural light reflecting off the clear glass and rich crimson liquid in a photorealistic style.",wine_control_105.png,0.9999997019767761
107,33,2,1,3,side,partially ambiguous,"A single elegant glass of deep red wine viewed from the side on a wooden table, with soft natural light reflecting off the clear glass and rich crimson liquid in a photorealistic style.",wine_control_106.png,0.999999463558197
108,31,2,1,3,side,fully ambiguous,"A photorealistic side-view close-up of a single elegant glass of deep red wine on a reflective wooden table, with soft warm lighting highlighting the rich crimson liquid and subtle glass reflections.",wine_control_107.png,0.9999992251396179
109,25,2,2,1,none,clear,"A photorealistic close-up of a glass of red wine on a plain surface. The scene is softly lit, showing clear reflections on the smooth glass.",wine_control_108.png,0.9999991059303284
110,25,2,2,1,none,partially ambiguous,"A photorealistic close-up of a glass of red wine on a plain surface. The scene is softly lit, showing clear reflections on the smooth glass.",wine_control_109.png,0.9999993443489075
111,18,2,2,1,none,fully ambiguous,A photorealistic glass of red wine on a plain surface. The scene is sharply focused with natural lighting.,wine_control_110.png,0.9999997019767761
112,39,2,2,1,top,clear,"Photorealistic close-up top-down view of a single elegant glass of red wine on a plain neutral surface, with soft natural lighting. The deep red liquid fills the glass, showing subtle reflections and a clear circular rim from directly above.",wine_control_111.png,1.0
113,30,2,2,1,top,partially ambiguous,"A single glass of red wine on a plain white surface, viewed directly from above in a photorealistic style. Soft, natural lighting highlights the deep red color of the wine.",wine_control_112.png,0.9999998211860657
114,34,2,2,1,top,fully ambiguous,"A single glass of red wine on a plain white surface, viewed directly from above in a photorealistic style. Soft natural lighting highlights the deep red liquid and the circular rim of the glass.",wine_control_113.png,0.9999998211860657
115,41,2,2,1,bottom,clear,"A single elegant glass of red wine on a dark wooden table, viewed from a low angle near the base of the glass with the stem rising upward. Photorealistic lighting emphasizes the deep red liquid and subtle reflections on the glass.",wine_control_114.png,0.9999997019767761
116,36,2,2,1,bottom,partially ambiguous,"A single glass of red wine on a reflective bar counter, viewed from a low angle near the base of the glass, photorealistic. Soft, moody lighting with a dark, blurred background emphasizing the rich red liquid.",wine_control_115.png,0.9999998211860657
117,36,2,2,1,bottom,fully ambiguous,"A single glass of red wine on a reflective bar counter, viewed from a low angle near the base of the glass, photorealistic. Soft, moody lighting with a dark, blurred background emphasizing the rich red liquid.",wine_control_116.png,0.9999998211860657
118,33,2,2,1,side,clear,"A single glass of red wine on a wooden table, viewed from the side in a photorealistic style. Soft natural light highlights the deep red liquid and subtle reflections on the clear glass.",wine_control_117.png,1.0
119,30,2,2,1,side,partially ambiguous,"A single glass of red wine on a wooden table, viewed from the side in a photorealistic style. Soft natural light highlights the rich red liquid inside the clear glass.",wine_control_118.png,0.9999998211860657
120,33,2,2,1,side,fully ambiguous,"A single glass of red wine on a wooden table, viewed from the side in a photorealistic style. Soft natural light highlights the deep red liquid and subtle reflections on the clear glass.",wine_control_119.png,0.9999998211860657
121,35,2,2,2,none,clear,"A photorealistic close-up of a glass of red wine on a simple table, with rich crimson liquid and clear reflective glass. The background is softly blurred to emphasize the wine glass as the main subject.",wine_control_120.png,0.9999997019767761
122,35,2,2,2,none,partially ambiguous,"A photorealistic close-up of a glass of red wine on a simple table, with rich color and clear reflections. The scene is softly lit and sharply focused, showing the full glass centered in the frame.",wine_control_121.png,0.9999995827674866
123,41,2,2,2,none,fully ambiguous,"A clear, photorealistic close-up of a single glass of red wine on a simple surface, with rich crimson liquid visible through the transparent glass. Natural lighting highlights the smooth glass and deep color of the wine, with a softly blurred background.",wine_control_122.png,0.9999989867210388
124,33,2,2,2,top,clear,"A single glass of red wine filled halfway, crystal-clear and reflective, viewed directly from above on a plain white table. Photorealistic lighting with subtle shadows and a rich deep-red color to the wine.",wine_control_123.png,0.9999993443489075
125,36,2,2,2,top,partially ambiguous,"A single glass of red wine filled halfway, crystal-clear and reflective, viewed directly from above on a plain white table. Photorealistic lighting with subtle shadows and a rich, deep red hue visible through the circular rim.",wine_control_124.png,0.9999974370002747
126,36,2,2,2,top,fully ambiguous,"A single glass of red wine filled halfway, crystal-clear and reflective, viewed directly from above on a plain white table. Photorealistic lighting with subtle shadows and a rich, deep red hue visible through the circular rim.",wine_control_125.png,0.9999974370002747
127,51,2,2,2,bottom,clear,"A single elegant glass of red wine on a small wooden table, viewed from a low angle near the base of the glass with the stem rising upward, photorealistic. Soft warm lighting reflects off the deep crimson liquid and the clear glass, with a blurred background suggesting an intimate indoor setting.",wine_control_126.png,0.9999993443489075
128,53,2,2,2,bottom,partially ambiguous,"A single glass of red wine on a wooden table, viewed from a low angle near the base of the glass with the stem rising upward, in sharp photorealistic detail. Soft warm lighting reflects subtly off the deep red liquid and the clear glass, with a blurred background suggesting an intimate indoor setting.",wine_control_127.png,0.9999988675117493
129,54,2,2,2,bottom,fully ambiguous,"A single elegant glass of red wine filled halfway, crystal-clear and reflective, on a dark wooden table, viewed from a low angle near the base of the glass with the stem rising upward. Soft, warm side lighting creates realistic reflections and shadows, emphasizing the deep red color of the wine in a photorealistic style.",wine_control_128.png,0.9999998211860657
130,42,2,2,2,side,clear,"A photorealistic close-up side view of a single elegant glass of deep red wine on a simple wooden table, softly lit with natural light. The background is slightly blurred to emphasize the glass’s smooth contours and the rich color of the wine.",wine_control_129.png,0.9999997019767761
131,39,2,2,2,side,partially ambiguous,"A clear, photorealistic side view of a single elegant glass of red wine on a simple wooden table, with soft natural lighting. The deep red liquid and transparent glass are sharply in focus against a gently blurred neutral background.",wine_control_130.png,0.999999463558197
132,42,2,2,2,side,fully ambiguous,"A photorealistic close-up side view of a single elegant glass of deep red wine on a simple wooden table, softly lit with natural light. The background is slightly blurred to emphasize the glass’s smooth contours and the rich color of the wine.",wine_control_131.png,0.9999993443489075
133,33,2,2,3,none,clear,"A photorealistic glass of red wine on a simple surface, with deep crimson liquid and clear reflections. The transparent glass, rich red color, and glossy highlights are sharply focused against a neutral background.",wine_control_132.png,0.9999995827674866
134,33,2,2,3,none,partially ambiguous,"A photorealistic glass of red wine on a simple surface, with deep crimson liquid and clear reflections. The transparent glass, rich red color, and glossy highlights are sharply focused against a neutral background.",wine_control_133.png,0.999999463558197
135,33,2,2,3,none,fully ambiguous,"A photorealistic glass of red wine on a simple surface, with deep crimson liquid and clear reflections. The scene is softly lit and minimal, emphasizing the transparent glass, rich color, and subtle highlights.",wine_control_134.png,0.999999463558197
136,58,2,2,3,top,clear,"A single elegant glass of red wine filled halfway, deep ruby in color, sits on a white marble surface, viewed directly from above in sharp focus, photorealistic. Soft natural light from the side creates subtle reflections on the glass rim and a faint shadow on the marble, emphasizing the rich red hue and transparent clarity of the wine.",wine_control_135.png,0.9999991059303284
137,42,2,2,3,top,partially ambiguous,"A single elegant glass of red wine filled halfway, viewed directly from above on a white marble table, photorealistic, high resolution, soft natural lighting. Deep ruby liquid, clear glass, and subtle reflections and shadows emphasizing the circular rim and rich color contrast.",wine_control_136.png,1.0
138,43,2,2,3,top,fully ambiguous,"A single elegant glass of red wine filled halfway, viewed directly from above on a white marble table, photorealistic, high resolution, soft natural lighting. The deep ruby liquid, clear glass rim, and subtle reflections are sharply focused with a shallow depth of field.",wine_control_137.png,0.9999992251396179
139,48,2,2,3,bottom,clear,"A single elegant glass of red wine filled halfway, deep ruby liquid catching soft light, on a simple wooden table with a blurred restaurant background, photorealistic. Shot from a low angle near the base of the glass, emphasizing the stem and bowl with sharp focus and natural reflections.",wine_control_138.png,0.9999991059303284
140,61,2,2,3,bottom,partially ambiguous,"A single elegant glass of red wine, filled halfway, sits on a reflective wooden table near the bottom of the frame, sharply in focus with a deep ruby color and clear glass catching soft natural light. The blurred background shows a warm, neutral-toned interior, enhancing the photorealistic detail of the wine’s rich hue and the subtle reflections on the table surface.",wine_control_139.png,0.9999993443489075
141,48,2,2,3,bottom,fully ambiguous,"A single elegant glass of red wine filled halfway, crystal-clear and reflective, on a small wooden table near the bottom of the frame, photorealistic. Soft warm lighting from the side casts subtle shadows and highlights the deep ruby color of the wine against a dark, slightly blurred background.",wine_control_140.png,0.999999463558197
142,43,2,2,3,side,clear,"A single glass of red wine seen from the side on a wooden table, photorealistic, with deep ruby liquid, clear transparent glass, and a dark blurred background. Soft natural light from the left creates subtle reflections and highlights on the smooth glass surface.",wine_control_141.png,0.9999995827674866
143,42,2,2,3,side,partially ambiguous,"A single glass of red wine seen from the side on a wooden table, photorealistic, with deep ruby liquid and clear reflections. Soft natural light from the left casts subtle shadows, emphasizing the smooth glass surface and rich color of the wine.",wine_control_142.png,0.999999463558197
144,42,2,2,3,side,fully ambiguous,"A single elegant glass of red wine seen from the side on a wooden table, photorealistic, with deep ruby liquid and clear reflections. Soft natural lighting from the left casts subtle shadows and highlights the smooth glass contours and rich wine color.",wine_control_143.png,0.9999998211860657
145,15,3,1,1,none,clear,A photorealistic close-up of a single elegant glass of red wine on a plain background.,wine_control_144.png,0.9999998211860657
146,15,3,1,1,none,partially ambiguous,A photorealistic close-up of a single elegant glass of red wine on a plain background.,wine_control_145.png,0.9999992251396179
