prompt_id,word_count,descriptor_words,num_visual_attributes,prompt,filename
30,29,2,3,"A full-to-the-brim glass of red wine on a small wooden table, vivid deep-red liquid touching the rim, clear thin-stemmed glass sparkling under soft warm light, photorealistic high-resolution close-up shot",deodorant_29.png
31,21,3,1,"Photorealistic close-up of a single glass of red wine filled completely to the brim, on a simple table in soft lighting",deodorant_30.png
32,30,3,2,"Photorealistic close-up of a small, elegant glass of deep red wine filled completely to the brim, perfectly still on a simple wooden table, soft natural lighting, shallow depth of field",deodorant_31.png
33,23,3,3,"A full-to-the-brim glass of deep red wine on a small wooden table, in a softly lit cozy room, photorealistic, high detail, realistic lighting",deodorant_32.png
34,17,4,1,"A full-to-the-brim glass of red wine on a simple table, captured in a sharp, moody, photorealistic style",deodorant_33.png
35,27,4,2,"A full-to-the-brim glass of red wine on a small wooden table, captured in a sharp, softly lit photorealistic style, with rich crimson liquid and clear reflective glass",deodorant_34.png
36,40,4,3,"A full-to-the-brim glass of red wine on a small rustic wooden table, captured in a highly detailed photorealistic style, with rich deep-red liquid, subtle amber highlights, and a clear reflective glass surface, softly lit in a cozy dim interior setting",deodorant_35.png
37,11,1,1,"A full-to-the-brim glass of red wine on a plain table, photorealistic",deodorant_36.png
38,20,1,2,"A photorealistic close-up of a full-to-the-brim glass of red wine on a small white table, with a soft blurred background",deodorant_37.png
39,36,1,3,"A photorealistic close-up of a full-to-the-brim glass of red wine on a small white table, the deep crimson liquid touching the rim, with a shiny transparent glass surface and a soft warm background out of focus",deodorant_38.png
40,13,2,1,"A full-to-the-brim glass of red wine on a simple table, softly lit, photorealistic",deodorant_39.png
41,23,2,2,"A full-to-the-brim glass of deep red wine on a small table, photorealistic, with clear reflections on the smooth glass and a dark background",deodorant_40.png
42,25,2,3,"A full-to-the-brim glass of red wine on a small wooden table, photorealistic, vivid, with deep crimson liquid, clear reflective glass, and a dark brown tabletop",deodorant_41.png
43,21,3,1,"Photorealistic close-up of a single glass of red wine filled completely to the brim, on a simple table in soft lighting",deodorant_42.png
44,19,3,2,"A full-to-the-brim glass of deep red wine on a small wooden table, softly lit in a cozy room, photorealistic",deodorant_43.png
45,31,3,3,"A full-to-the-brim glass of red wine on a small wooden table, in a dimly lit cozy bar, with deep ruby liquid touching the rim, photorealistic style, high detail, soft warm lighting",deodorant_44.png
46,19,4,1,"A single full-to-the-brim glass of red wine on a simple table, softly lit in a quiet, elegant, photorealistic scene",deodorant_45.png
47,28,4,2,"A full-to-the-brim glass of red wine on a small wooden table, captured in a sharp, photorealistic style, with rich, deep color and subtle reflections on the clear glass",deodorant_46.png
48,40,4,3,"A full-to-the-brim glass of deep red wine on a small rustic wooden table, captured in a highly detailed photorealistic style, with soft warm lighting reflecting off the smooth clear glass and rich crimson liquid, against a softly blurred neutral background",deodorant_47.png
49,20,1,1,"A photorealistic close-up of a full-to-the-brim glass of red wine on a plain table, studio lighting, shallow depth of field",deodorant_48.png
50,20,1,2,"A photorealistic close-up of a full-to-the-brim glass of red wine on a small white table, with a soft blurred background",deodorant_49.png
51,31,1,3,"A photorealistic close-up of a single, elegant wine glass filled completely to the brim with deep red wine, tiny droplets clinging to the perfectly clear glass, against a soft, neutral background.",deodorant_50.png
52,13,2,1,"A full-to-the-brim glass of red wine on a simple table, softly lit, photorealistic",deodorant_51.png
53,16,2,2,"A full-to-the-brim glass of red wine on a small wooden table, photorealistic, sharp focus, natural lighting",deodorant_52.png
54,33,2,3,"A full-to-the-brim glass of red wine on a small wooden table, vivid, sharp, photorealistic, with deep ruby liquid, clear transparent glass, and a dark brown tabletop, softly lit against a neutral blurred background",deodorant_53.png
55,22,3,1,"Photorealistic close-up of a single glass of red wine filled completely to the brim, on a simple table with soft natural lighting",deodorant_54.png
56,32,3,2,"A full-to-the-brim glass of red wine on a small wooden table in a softly lit, cozy room, with rich, deep color and medium size emphasized, captured in a highly detailed, photorealistic style",deodorant_55.png
57,22,3,3,"A full-to-the-brim glass of red wine on a small wooden table, in a bright cozy kitchen, photorealistic, high detail, soft natural lighting",deodorant_56.png
58,20,4,1,"A single full-to-the-brim glass of red wine on a simple table, softly lit, highly detailed, photorealistic, with a neutral background",deodorant_57.png
59,30,4,2,"A full-to-the-brim glass of red wine on a small wooden table, captured in a sharp, softly lit, photorealistic style, with deep crimson liquid and clear reflective glass prominently in focus",deodorant_58.png
60,40,4,3,"A full-to-the-brim glass of deep red wine on a small rustic wooden table, captured in a highly detailed photorealistic style, with soft warm lighting and a blurred neutral background highlighting the rich color and smooth reflective surface of the glass",deodorant_59.png
61,23,1,1,"A photorealistic close-up of a single full-to-the-brim glass of red wine on a plain table, studio lighting, high resolution, shallow depth of field",deodorant_60.png
62,23,1,2,"A photorealistic close-up of a full-to-the-brim glass of red wine on a small white table, with a soft blurred background and natural lighting",deodorant_61.png
63,30,1,3,"A photorealistic close-up of a single, transparent crystal wine glass filled completely to the brim with deep red wine, against a soft neutral background, with subtle reflections and natural lighting.",deodorant_62.png
64,13,2,1,"A full-to-the-brim glass of red wine on a simple table, softly lit, photorealistic",deodorant_63.png
65,16,2,2,"A full-to-the-brim glass of red wine on a small wooden table, photorealistic, soft lighting, high detail",deodorant_64.png
66,30,2,3,"A full-to-the-brim glass of red wine on a small wooden table, deep ruby liquid touching the rim, in a bright modern kitchen with soft natural light, photorealistic, high detail, 4k",deodorant_65.png
67,22,3,1,"Photorealistic close-up of a single glass of red wine filled completely to the brim, on a simple table in soft natural light",deodorant_66.png
68,18,3,2,"A full-to-the-brim glass of red wine on a small wooden table, sharply focused and softly lit, photorealistic style",deodorant_67.png
69,21,3,3,"A full-to-the-brim glass of red wine on a small wooden table, in a softly lit cozy room, photorealistic, high-resolution, detailed lighting",deodorant_68.png
70,16,4,1,"A full-to-the-brim glass of red wine on a simple table, softly lit, highly detailed, photorealistic style",deodorant_69.png
71,28,4,2,"A full-to-the-brim glass of red wine on a small wooden table, captured in a highly detailed, softly lit, photorealistic style, with rich crimson liquid and clear reflective glass",deodorant_70.png
72,29,4,3,"A full-to-the-brim glass of deep red wine on a small rustic wooden table, captured in a highly detailed photorealistic style, with soft natural lighting and a blurred warm-toned background",deodorant_71.png
73,14,1,1,"A full-to-the-brim glass of red wine on a plain table, photorealistic lighting and detail",deodorant_72.png
74,20,1,2,"A full-to-the-brim glass of red wine on a small wooden table, photorealistic, with deep crimson liquid and clear reflective glass",deodorant_73.png
75,33,1,3,"A photorealistic close-up of a full-to-the-brim glass of red wine on a small wooden table, the deep crimson liquid reflecting soft warm light, with a clear glass stem and a dark blurred background",deodorant_74.png
76,21,2,1,"Photorealistic close-up of a single glass of red wine filled completely to the brim, on a simple neutral background, studio lighting",deodorant_75.png
77,16,2,2,"A full-to-the-brim glass of red wine on a small wooden table, softly lit, photorealistic, high detail",deodorant_76.png
78,24,2,3,"A full-to-the-brim glass of red wine on a small wooden table, photorealistic, vivid, with deep ruby liquid, clear smooth glass, and warm ambient lighting",deodorant_77.png
79,21,3,1,"Photorealistic close-up of a single glass of red wine filled completely to the brim, on a simple table with soft lighting",deodorant_78.png
80,35,3,2,"A full-to-the-brim glass of red wine on a small wooden table in a dimly lit, cozy bar, captured in a highly detailed, photorealistic style, with rich crimson liquid and clear reflective glass prominently in focus",deodorant_79.png
81,28,3,3,"A full-to-the-brim glass of red wine on a small wooden table, with rich deep-red liquid and clear reflective glass, in a softly lit cozy room, photorealistic photography style",deodorant_80.png
82,17,4,1,"A full-to-the-brim glass of red wine on a simple table, sharply detailed and softly lit, photorealistic style",deodorant_81.png
83,32,4,2,"A full-to-the-brim glass of red wine on a small wooden table, captured in a sharp, softly-lit photorealistic style, with rich crimson liquid and clear reflective glass in focus against a blurred background",deodorant_82.png
84,24,4,3,"A full-to-the-brim glass of deep red wine on a small rustic wooden table, in a softly lit cozy room, photorealistic, high detail, natural shadows",deodorant_83.png
85,14,1,1,"A full-to-the-brim glass of red wine on a plain table, photorealistic lighting and detail",deodorant_84.png
86,26,1,2,"A photorealistic close-up of a full-to-the-brim glass of red wine on a small white table, with a single soft shadow underneath and a simple gray background",deodorant_85.png
87,31,1,3,"A photorealistic close-up of a completely full-to-the-brim glass of red wine on a small white table, with deep ruby liquid, clear transparent glass, and subtle golden reflections from warm indoor lighting",deodorant_86.png
88,14,2,1,"A full-to-the-brim glass of red wine on a simple table, photorealistic lighting and detail",deodorant_87.png
89,16,2,2,"A full-to-the-brim glass of red wine on a small wooden table, photorealistic, high detail, natural lighting",deodorant_88.png
90,28,2,3,"A full-to-the-brim glass of red wine on a small wooden table, with deep crimson liquid touching the rim, in a bright modern kitchen, photorealistic, high-resolution, soft natural lighting",deodorant_89.png
91,23,3,1,"A photorealistic close-up of a single glass of red wine filled completely to the brim, on a simple table in soft natural light",deodorant_90.png
92,18,3,2,"A full-to-the-brim glass of red wine on a small wooden table, softly lit and sharply focused, photorealistic style",deodorant_91.png
93,26,3,3,"A full-to-the-brim glass of deep red wine on a small wooden table, with soft natural lighting and subtle reflections on the clear glass, photorealistic photography style",deodorant_92.png
94,18,4,1,"A full-to-the-brim glass of red wine on a simple table, softly lit in a quiet room, photorealistic style",deodorant_93.png
95,27,4,2,"A full-to-the-brim glass of red wine on a small wooden table, captured in a sharp photorealistic style, with soft dramatic lighting and a slightly blurred warm background",deodorant_94.png
96,36,4,3,"A full-to-the-brim glass of red wine on a small rustic wooden table, captured in a highly detailed photorealistic style, with deep ruby liquid, subtle reflections on the clear glass, and soft warm lighting in the background",deodorant_95.png
97,20,1,1,"A photorealistic close-up of a full-to-the-brim glass of red wine on a plain table, studio lighting, shallow depth of field",deodorant_96.png
98,26,1,2,"A photorealistic close-up of a full-to-the-brim glass of red wine on a small table, with deep red liquid and a clear transparent glass, softly lit indoors.",deodorant_97.png
99,20,1,3,"A full-to-the-brim glass of red wine on a small white table beside a large green plant, photorealistic lighting and reflections",deodorant_98.png
100,13,2,1,"A full-to-the-brim glass of red wine on a simple table, softly lit, photorealistic",deodorant_99.png
101,27,2,2,"A full-to-the-brim glass of red wine on a small wooden table, photorealistic, vivid lighting, deep crimson liquid filling the glass completely, clear reflections on the smooth glass",deodorant_100.png
102,38,2,3,"A full-to-the-brim glass of red wine on a small wooden table, intensely detailed and sharply focused, with deep ruby liquid touching the rim, realistic reflections on the clear glass, and soft natural light illuminating the scene, photorealistic style",deodorant_101.png
103,21,3,1,"Photorealistic close-up of a single glass of red wine filled completely to the brim, on a simple table, soft natural lighting",deodorant_102.png
104,29,3,2,"A full-to-the-brim glass of deep red wine on a small wooden table, captured in a sharp, photorealistic style with soft natural lighting and subtle reflections on the clear glass",deodorant_103.png
105,32,3,3,"A full-to-the-brim glass of red wine on a small wooden table, in a dimly lit cozy bar, with deep ruby liquid, clear reflective glass, and a dark rich background, photorealistic photography style",deodorant_104.png
106,24,4,1,"A full-to-the-brim glass of red wine on a simple table, captured in a sharp, detailed, photorealistic style, with soft natural lighting illuminating the scene",deodorant_105.png
107,29,4,2,"A full-to-the-brim glass of red wine on a small wooden table, captured in a sharp, dramatic, softly lit, photorealistic style, with deep crimson liquid and a clear transparent glass",deodorant_106.png
108,32,4,3,"A photorealistic close-up of a perfectly still, crystal-clear wine glass filled completely to the brim with deep red wine, on a smooth reflective table under soft warm lighting, with subtle background blur.",deodorant_107.png
109,18,1,1,"A photorealistic close-up of a full-to-the-brim glass of red wine on a plain table, studio lighting, sharp focus",deodorant_108.png
110,30,1,2,"A photorealistic close-up of a full-to-the-brim glass of red wine on a small wooden table, with deep red liquid touching the rim and soft natural lighting highlighting the clear glass",deodorant_109.png
111,34,1,3,"A photorealistic close-up of a full-to-the-brim glass of red wine on a small white table, the deep crimson liquid touching the rim, with clear reflections on the transparent glass and a soft warm background.",deodorant_110.png
112,17,2,1,"A full-to-the-brim glass of red wine on a simple wooden table, softly lit in a photorealistic style",deodorant_111.png
113,18,2,2,"A full-to-the-brim glass of red wine on a small wooden table, softly lit, photorealistic, high detail, rich color",deodorant_112.png
114,32,2,3,"A full-to-the-brim glass of red wine on a small wooden table, vivid deep-red liquid touching the rim, clear thin-stemmed glass sparkling under soft warm light, photorealistic, high detail, shallow depth of field",deodorant_113.png
115,21,3,1,"Photorealistic close-up of a single glass of red wine filled completely to the brim, on a simple table with soft lighting",deodorant_114.png
116,20,3,2,"A full-to-the-brim glass of red wine on a small wooden table, softly lit in a cozy room, photorealistic, high detail",deodorant_115.png
117,26,3,3,"A full-to-the-brim glass of deep red wine on a small wooden table, in a softly lit cozy room, photorealistic, high detail, rich color, medium-sized clear glass",deodorant_116.png
118,16,4,1,"A full-to-the-brim glass of red wine on a simple table, sharply focused, softly lit, photorealistic style",deodorant_117.png
119,24,4,2,"A full-to-the-brim glass of red wine on a small wooden table, sharply focused and highly detailed, in a softly lit modern kitchen, photorealistic style",deodorant_118.png
120,24,4,3,"A full-to-the-brim glass of deep red wine on a small rustic wooden table, in a softly lit cozy room, photorealistic, high detail, natural shadows",deodorant_119.png
121,22,1,1,"A photorealistic close-up of a full-to-the-brim glass of red wine on a plain table, studio lighting, high detail, shallow depth of field",deodorant_120.png
122,19,1,2,"A full-to-the-brim glass of red wine on a small wooden table, photorealistic lighting, clear reflections on the smooth glass",deodorant_121.png
123,30,1,3,"A photorealistic close-up of a single, perfectly full glass of red wine filled exactly to the brim, with deep ruby liquid, clear transparent glass, and a dark wooden table background",deodorant_122.png
124,13,2,1,"A full-to-the-brim glass of red wine on a simple table, softly lit, photorealistic",deodorant_123.png
125,28,2,2,"A full-to-the-brim glass of red wine on a small wooden table, photorealistic, with rich crimson liquid and a clear, reflective glass, softly lit in a dim restaurant setting",deodorant_124.png
126,25,2,3,"A full-to-the-brim glass of red wine on a small wooden table, photorealistic, deep ruby liquid with a glossy surface, clear thin-stemmed glass, soft warm lighting",deodorant_125.png
127,23,3,1,"Photorealistic close-up of a single glass of red wine filled completely to the brim, tiny reflections on the smooth glass, soft blurred background",deodorant_126.png
128,32,3,2,"A full-to-the-brim glass of red wine on a small wooden table in a dimly lit restaurant, captured in a highly detailed photorealistic style, with rich crimson liquid and a clear, reflective glass",deodorant_127.png
129,33,3,3,"A full-to-the-brim glass of red wine on a small wooden table, intensely detailed and sharply focused, in a photorealistic style, with deep ruby liquid, clear transparent glass, and a warm golden background lighting",deodorant_128.png
130,18,4,1,"A single full-to-the-brim glass of red wine on a simple table, softly lit, photorealistic, high detail, minimal background",deodorant_129.png
131,32,4,2,"A full-to-the-brim glass of red wine on a small wooden table, sharply focused and subtly lit, photorealistic style, with rich crimson liquid and a clear, reflective glass against a softly blurred background",deodorant_130.png
132,28,4,3,"A full-to-the-brim glass of deep red wine on a small rustic wooden table, in a softly lit cozy restaurant interior, captured in a sharp, highly detailed photorealistic style",deodorant_131.png
133,20,1,1,"A photorealistic close-up of a single glass of red wine filled completely to the brim, against a simple neutral background",deodorant_132.png
134,35,1,2,"A photorealistic close-up of a full-to-the-brim glass of red wine on a small white table, with the deep red liquid touching the rim and a soft warm light illuminating the clear glass and dark background",deodorant_133.png
135,37,1,3,"A photorealistic close-up of a single, elegant glass of red wine filled completely to the brim, with deep ruby liquid touching the rim, tiny reflections on the clear glass, and a soft, neutral background out of focus",deodorant_134.png
136,22,2,1,"Photorealistic close-up of a single glass of red wine filled completely to the brim, on a simple table with soft natural lighting",deodorant_135.png
137,16,2,2,"A full-to-the-brim glass of red wine on a small wooden table, photorealistic, soft lighting, high detail",deodorant_136.png
138,33,2,3,"A full-to-the-brim glass of red wine on a small wooden table, vivid, sharp, photorealistic, with deep crimson liquid, clear transparent glass, and a dark brown tabletop, softly lit in a dim restaurant setting",deodorant_137.png
139,23,3,1,"A photorealistic close-up of a single elegant wine glass filled completely to the brim with deep red wine, on a simple neutral background",deodorant_138.png
140,19,3,2,"A full-to-the-brim glass of deep red wine on a small wooden table, softly lit in a cozy room, photorealistic",deodorant_139.png
141,32,3,3,"A full-to-the-brim glass of red wine on a small wooden table, in a cozy dimly lit room, photorealistic, rich deep-red color, clear transparent glass, medium-sized wine glass, sharp focus, natural soft shadows",deodorant_140.png
142,18,4,1,"A full-to-the-brim glass of red wine on a simple table, softly lit in a quiet room, photorealistic style",deodorant_141.png
143,32,4,2,"A full-to-the-brim glass of red wine on a small wooden table, captured in a sharp, dramatic, photorealistic style, with rich crimson liquid and a clear, reflective glass against a softly blurred background",deodorant_142.png
144,35,4,3,"A full-to-the-brim glass of red wine on a small rustic wooden table, captured in a highly detailed photorealistic style, with rich crimson liquid, clear sparkling glass, and warm soft lighting illuminating subtle reflections and shadows.",deodorant_143.png
145,14,1,1,A photorealistic close-up of a full-to-the-brim glass of red wine on a table indoors,deodorant_144.png
146,30,1,2,"A photorealistic close-up of a full-to-the-brim glass of red wine on a small wooden table, with rich crimson liquid touching the rim and soft natural lighting highlighting the clear glass",deodorant_145.png
147,37,1,3,"A photorealistic close-up of a single, full-to-the-brim glass of red wine on a small white table, the deep crimson liquid touching the rim, with a clear glass stem and a soft golden sunset glow in the background",deodorant_146.png
148,13,2,1,"A full-to-the-brim glass of red wine on a simple table, softly lit, photorealistic",deodorant_147.png
149,19,2,2,"A full-to-the-brim glass of red wine on a small wooden table, photorealistic, soft natural lighting, shallow depth of field",deodorant_148.png
150,28,2,3,"A full-to-the-brim glass of red wine on a small wooden table, vivid deep-red liquid with a glossy surface, clear transparent glass, medium-sized bowl, photorealistic lighting and sharp focus",deodorant_149.png
151,21,3,1,"Photorealistic close-up of a single glass of red wine filled completely to the brim, on a simple table with soft lighting",deodorant_150.png
152,18,3,2,"A full-to-the-brim glass of red wine on a small wooden table, softly lit and sharply focused, photorealistic style",deodorant_151.png
153,28,3,3,"A full-to-the-brim glass of red wine on a small wooden table, in a dimly lit cozy bar, photorealistic, deep ruby red liquid, clear smooth glass, medium-sized round bowl",deodorant_152.png
154,19,4,1,"A single full-to-the-brim glass of red wine on a simple table, softly lit in a quiet, elegant, photorealistic scene",deodorant_153.png
155,29,4,2,"A full-to-the-brim glass of deep red wine on a small wooden table, captured in a sharp, photorealistic style with soft natural lighting and subtle reflections on the clear glass",deodorant_154.png
156,24,4,3,"A full-to-the-brim glass of red wine on a small rustic wooden table, in a softly lit cozy room, photorealistic, high detail, rich color tones",deodorant_155.png
157,14,1,1,A photorealistic close-up of a full-to-the-brim glass of red wine on a table indoors,deodorant_156.png
158,34,1,2,"A photorealistic close-up of a full-to-the-brim glass of red wine on a small table, with deep red liquid touching the rim and a clear transparent glass catching soft light, shallow depth of field background.",deodorant_157.png
159,38,1,3,"A photorealistic close-up of a single, full-to-the-brim glass of red wine on a small white table, the deep crimson liquid touching the rim, with a clear glass stem and a soft golden sunset glow reflecting off the surface.",deodorant_158.png
160,13,2,1,"A full-to-the-brim glass of red wine on a simple table, softly lit, photorealistic",deodorant_159.png
161,20,2,2,"A full-to-the-brim glass of red wine on a small wooden table, photorealistic, close-up shot with sharp focus and soft lighting",deodorant_160.png
162,32,2,3,"A full-to-the-brim glass of red wine on a small white marble table, the deep crimson liquid perfectly level with the rim, in a bright modern kitchen with soft natural lighting, photorealistic style",deodorant_161.png
163,22,3,1,"Photorealistic close-up of a single glass of red wine filled completely to the brim, on a simple table in soft natural light",deodorant_162.png
164,33,3,2,"A full-to-the-brim glass of deep red wine on a small wooden table in a dimly lit room, with soft natural light highlighting the smooth glass and rich color of the wine, photorealistic style",deodorant_163.png
165,26,3,3,"A full-to-the-brim glass of red wine on a small wooden table, in a dim cozy bar, photorealistic, deep ruby color, clear reflective glass, warm amber lighting",deodorant_164.png
166,16,4,1,"A full-to-the-brim glass of red wine on a simple table, softly lit, highly detailed, photorealistic style",deodorant_165.png
167,32,4,2,"A full-to-the-brim glass of red wine on a small wooden table, sharply focused and subtly lit, photorealistic style, with rich crimson liquid and a clear, reflective glass against a softly blurred background",deodorant_166.png
168,36,4,3,"A full-to-the-brim glass of red wine on a small rustic wooden table, captured in a highly detailed photorealistic style, with rich deep crimson liquid, clear transparent glass, and warm soft lighting highlighting subtle reflections and shadows",deodorant_167.png
169,17,1,1,"A full-to-the-brim glass of red wine on a plain table, photorealistic, studio lighting, high resolution, sharp focus",deodorant_168.png
170,32,1,2,"A photorealistic close-up of a full-to-the-brim glass of red wine on a small white table, the deep red liquid touching the rim and reflecting soft warm light in a dimly lit room",deodorant_169.png
171,35,1,3,"A photorealistic close-up of a single, full-to-the-brim glass of red wine on a small white table, with deep red liquid touching the rim, clear transparent glass catching soft warm light, and a dark blurred background.",deodorant_170.png
172,13,2,1,"A full-to-the-brim glass of red wine on a simple table, softly lit, photorealistic",deodorant_171.png
173,20,2,2,"A full-to-the-brim glass of red wine on a small wooden table, photorealistic, close-up shot with sharp focus and soft lighting",deodorant_172.png
174,31,2,3,"A full-to-the-brim glass of red wine on a small wooden table, the deep crimson liquid perfectly level with the rim and catching soft warm light, photorealistic, high resolution, subtle background blur",deodorant_173.png
175,21,3,1,"Photorealistic close-up of a single glass of red wine filled completely to the brim, on a simple table with soft lighting",deodorant_174.png
176,34,3,2,"A full-to-the-brim glass of red wine on a small wooden table in a dimly lit restaurant, captured in a highly detailed, photorealistic style, with rich crimson liquid and clear reflective glass prominently in focus.",deodorant_175.png
177,27,3,3,"A full-to-the-brim glass of red wine on a small wooden table, in a dimly lit cozy bar, photorealistic, deep crimson wine, clear smooth glass, warm soft lighting",deodorant_176.png
178,18,4,1,"A full-to-the-brim glass of red wine on a simple table, softly lit in a quiet room, photorealistic, ultra-detailed",deodorant_177.png
179,28,4,2,"A full-to-the-brim glass of red wine on a small wooden table, captured in a highly detailed, softly lit, photorealistic style, with rich crimson liquid and clear reflective glass",deodorant_178.png
180,29,4,3,"A full-to-the-brim glass of red wine on a small rustic wooden table, intensely detailed and sharply focused, in a softly lit cozy room with warm ambient lighting, photorealistic style",deodorant_179.png
181,22,1,1,"A photorealistic close-up of a full-to-the-brim glass of red wine on a plain table, studio lighting, high detail, shallow depth of field",deodorant_180.png
182,21,1,2,"A full-to-the-brim glass of deep red wine on a small table, with a single bright highlight on the liquid surface, photorealistic",deodorant_181.png
183,26,1,3,"A photorealistic close-up of a single, completely full-to-the-brim glass of red wine on a small table, with deep red liquid, clear glass, and a dark background",deodorant_182.png
184,21,2,1,"Photorealistic close-up of a single glass of red wine filled completely to the brim, on a simple table with soft lighting",deodorant_183.png
185,29,2,2,"A full-to-the-brim glass of red wine on a small wooden table, photorealistic, close-up shot with soft lighting, deep red liquid and clear glass in sharp focus, blurred warm-toned background",deodorant_184.png
186,34,2,3,"A full-to-the-brim glass of red wine on a small wooden table, vivid, sharp, photorealistic style, with deep ruby liquid, clear transparent glass, and a dark brown tabletop, softly lit in a dim interior setting",deodorant_185.png
187,21,3,1,"Photorealistic close-up of a single glass of red wine filled completely to the brim, on a simple table in soft lighting",deodorant_186.png
188,26,3,2,"Photorealistic close-up of a small crystal wine glass filled completely to the brim with deep red wine, on a simple wooden table under soft warm lighting",deodorant_187.png
189,30,3,3,"A full-to-the-brim glass of deep red wine on a small wooden table, in a cozy dimly lit room, photorealistic style, with rich color, medium-sized glass, and a clear reflective surface",deodorant_188.png
190,17,4,1,"A full-to-the-brim glass of red wine on a simple table, sharply detailed and softly lit, photorealistic style",deodorant_189.png
191,24,4,2,"A full-to-the-brim glass of red wine on a small wooden table, sharply focused and highly detailed, in a softly lit cozy room, photorealistic style",deodorant_190.png
192,24,4,3,"A full-to-the-brim glass of deep red wine on a small rustic wooden table, in a softly lit cozy room, photorealistic, high detail, natural shadows",deodorant_191.png
